Fiscal Year,County,Region,Type of Allegation,Allegation Count
2018,Gaines,9-Midland,Neglectful Supervision,140
2018,Gaines,9-Midland,Physical Abuse,37
2018,Gaines,9-Midland,Physical Neglect,18
2018,Gaines,9-Midland,Sexual Abuse,40
2018,Glasscock,9-Midland,Neglectful Supervision,1
2018,Glasscock,9-Midland,Physical Abuse,1
2018,Glasscock,9-Midland,Physical Neglect,1
2018,Glasscock,9-Midland,Sexual Abuse,2
2018,Howard,9-Midland,Abandonment,2
2018,Howard,9-Midland,Emotional Abuse,10
2018,Howard,9-Midland,Medical Neglect,28
2018,Howard,9-Midland,Neglectful Supervision,324
2018,Howard,9-Midland,Physical Abuse,115
2018,Howard,9-Midland,Physical Neglect,58
2018,Howard,9-Midland,Refusal To Accept Parental Responsibility,5
2018,Howard,9-Midland,Sexual Abuse,93
2018,Irion,9-Midland,Neglectful Supervision,3
2018,Irion,9-Midland,Physical Abuse,1
2018,Kimble,9-Midland,Abandonment,1
2018,Kimble,9-Midland,Emotional Abuse,3
2018,Kimble,9-Midland,Medical Neglect,3
2018,Kimble,9-Midland,Neglectful Supervision,57
2018,Kimble,9-Midland,Physical Abuse,11
2018,Kimble,9-Midland,Physical Neglect,15
2018,Kimble,9-Midland,Sexual Abuse,15
2018,Loving,9-Midland,Neglectful Supervision,2
2018,Loving,9-Midland,Physical Abuse,4
2018,Loving,9-Midland,Physical Neglect,2
2018,Martin,9-Midland,Emotional Abuse,1
2018,Martin,9-Midland,Medical Neglect,1
2018,Martin,9-Midland,Neglectful Supervision,35
2018,Martin,9-Midland,Physical Abuse,16
2018,Martin,9-Midland,Physical Neglect,2
2018,Martin,9-Midland,Sexual Abuse,5
2018,Mason,9-Midland,Medical Neglect,2
2018,Mason,9-Midland,Neglectful Supervision,40
2018,Mason,9-Midland,Physical Abuse,5
2018,Mason,9-Midland,Physical Neglect,6
2018,Mason,9-Midland,Sexual Abuse,14
2018,McCulloch,9-Midland,Emotional Abuse,5
2018,McCulloch,9-Midland,Medical Neglect,5
2018,McCulloch,9-Midland,Neglectful Supervision,89
2018,McCulloch,9-Midland,Physical Abuse,35
2018,McCulloch,9-Midland,Physical Neglect,28
2018,McCulloch,9-Midland,Sexual Abuse,36
2018,Menard,9-Midland,Medical Neglect,2
2018,Menard,9-Midland,Neglectful Supervision,23
2018,Menard,9-Midland,Physical Abuse,2
2018,Menard,9-Midland,Physical Neglect,3
2018,Menard,9-Midland,Refusal To Accept Parental Responsibility,1
2018,Menard,9-Midland,Sexual Abuse,7
2018,Midland,9-Midland,Abandonment,1
2018,Midland,9-Midland,Emotional Abuse,40
2018,Midland,9-Midland,Medical Neglect,81
2018,Midland,9-Midland,Neglectful Supervision,981
2018,Midland,9-Midland,Physical Abuse,429
2018,Midland,9-Midland,Physical Neglect,206
2018,Midland,9-Midland,Refusal To Accept Parental Responsibility,6
2018,Midland,9-Midland,Sex Trafficking,2
2018,Midland,9-Midland,Sexual Abuse,385
2018,Pecos,9-Midland,Emotional Abuse,4
2018,Pecos,9-Midland,Medical Neglect,5
2018,Pecos,9-Midland,Neglectful Supervision,84
2018,Pecos,9-Midland,Physical Abuse,27
2018,Pecos,9-Midland,Physical Neglect,20
2018,Pecos,9-Midland,Sexual Abuse,30
2018,Reagan,9-Midland,Medical Neglect,1
2018,Reagan,9-Midland,Neglectful Supervision,18
2018,Reagan,9-Midland,Physical Abuse,10
2018,Reagan,9-Midland,Physical Neglect,5
2018,Reagan,9-Midland,Refusal To Accept Parental Responsibility,1
2018,Reagan,9-Midland,Sexual Abuse,7
2018,Reeves,9-Midland,Emotional Abuse,1
2018,Reeves,9-Midland,Medical Neglect,1
2018,Reeves,9-Midland,Neglectful Supervision,51
2018,Reeves,9-Midland,Physical Abuse,17
2018,Reeves,9-Midland,Physical Neglect,8
2018,Reeves,9-Midland,Sexual Abuse,26
2018,Schleicher,9-Midland,Emotional Abuse,1
2018,Schleicher,9-Midland,Medical Neglect,2
2018,Schleicher,9-Midland,Neglectful Supervision,15
2018,Schleicher,9-Midland,Physical Abuse,3
2018,Schleicher,9-Midland,Sexual Abuse,7
2018,Sterling,9-Midland,Medical Neglect,1
2018,Sterling,9-Midland,Neglectful Supervision,3
2018,Sterling,9-Midland,Physical Abuse,5
2018,Sterling,9-Midland,Physical Neglect,5
2018,Sterling,9-Midland,Sexual Abuse,6
2018,Sutton,9-Midland,Emotional Abuse,4
2018,Sutton,9-Midland,Medical Neglect,5
2018,Sutton,9-Midland,Neglectful Supervision,22
2018,Sutton,9-Midland,Physical Abuse,5
2018,Sutton,9-Midland,Physical Neglect,7
2018,Sutton,9-Midland,Sexual Abuse,11
2018,Terrell,9-Midland,Neglectful Supervision,10
2018,Terrell,9-Midland,Physical Abuse,1
2018,Terrell,9-Midland,Sexual Abuse,3
2018,Tom Green,9-Midland,Abandonment,5
2018,Tom Green,9-Midland,Emotional Abuse,33
2018,Tom Green,9-Midland,Medical Neglect,73
2018,Tom Green,9-Midland,Neglectful Supervision,1029
2018,Tom Green,9-Midland,Physical Abuse,344
2018,Tom Green,9-Midland,Physical Neglect,184
2018,Tom Green,9-Midland,Refusal To Accept Parental Responsibility,13
2018,Tom Green,9-Midland,Sex Trafficking,2
2018,Tom Green,9-Midland,Sexual Abuse,309
2018,Upton,9-Midland,Emotional Abuse,2
2018,Upton,9-Midland,Medical Neglect,1
2018,Upton,9-Midland,Neglectful Supervision,30
2018,Upton,9-Midland,Physical Abuse,8
2018,Upton,9-Midland,Physical Neglect,5
2018,Upton,9-Midland,Sexual Abuse,3
2018,Ward,9-Midland,Emotional Abuse,2
2018,Ward,9-Midland,Medical Neglect,6
2018,Ward,9-Midland,Neglectful Supervision,117
2018,Ward,9-Midland,Physical Abuse,32
2018,Ward,9-Midland,Physical Neglect,31
2018,Ward,9-Midland,Refusal To Accept Parental Responsibility,3
2018,Ward,9-Midland,Sexual Abuse,23
2018,Winkler,9-Midland,Emotional Abuse,4
2018,Winkler,9-Midland,Medical Neglect,2
2018,Winkler,9-Midland,Neglectful Supervision,48
2018,Winkler,9-Midland,Physical Abuse,32
2018,Winkler,9-Midland,Physical Neglect,16
2018,Winkler,9-Midland,Sexual Abuse,15
2018,Brewster,10-El Paso,Emotional Abuse,2
2018,Brewster,10-El Paso,Medical Neglect,2
2018,Brewster,10-El Paso,Neglectful Supervision,50
2018,Brewster,10-El Paso,Physical Abuse,23
2018,Brewster,10-El Paso,Physical Neglect,5
2018,Brewster,10-El Paso,Sexual Abuse,9
2018,Culberson,10-El Paso,Medical Neglect,3
2018,Culberson,10-El Paso,Neglectful Supervision,21
2018,Culberson,10-El Paso,Physical Abuse,6
2018,Culberson,10-El Paso,Physical Neglect,5
2018,Culberson,10-El Paso,Sexual Abuse,4
2018,El Paso,10-El Paso,Abandonment,29
2018,El Paso,10-El Paso,Emotional Abuse,263
2018,El Paso,10-El Paso,Labor Trafficking,2
2018,El Paso,10-El Paso,Medical Neglect,522
2018,El Paso,10-El Paso,Neglectful Supervision,4619
2018,El Paso,10-El Paso,Physical Abuse,2043
2018,El Paso,10-El Paso,Physical Neglect,834
2018,El Paso,10-El Paso,Refusal To Accept Parental Responsibility,51
2018,El Paso,10-El Paso,Sex Trafficking,12
2018,El Paso,10-El Paso,Sexual Abuse,1369
2018,Hudspeth,10-El Paso,Medical Neglect,2
2018,Hudspeth,10-El Paso,Neglectful Supervision,20
2018,Hudspeth,10-El Paso,Physical Abuse,11
2018,Hudspeth,10-El Paso,Physical Neglect,4
2018,Hudspeth,10-El Paso,Refusal To Accept Parental Responsibility,1
2018,Hudspeth,10-El Paso,Sexual Abuse,6
2018,Jeff Davis,10-El Paso,Neglectful Supervision,1
2018,Jeff Davis,10-El Paso,Sexual Abuse,7
2018,Presidio,10-El Paso,Emotional Abuse,1
2018,Presidio,10-El Paso,Medical Neglect,1
2018,Presidio,10-El Paso,Neglectful Supervision,18
2018,Presidio,10-El Paso,Physical Abuse,10
2018,Presidio,10-El Paso,Physical Neglect,3
2018,Presidio,10-El Paso,Sexual Abuse,11
2018,Aransas,11-Edinburg,Abandonment,1
2018,Aransas,11-Edinburg,Emotional Abuse,3
2018,Aransas,11-Edinburg,Medical Neglect,21
2018,Aransas,11-Edinburg,Neglectful Supervision,199
2018,Aransas,11-Edinburg,Physical Abuse,53
2018,Aransas,11-Edinburg,Physical Neglect,38
2018,Aransas,11-Edinburg,Refusal To Accept Parental Responsibility,2
2018,Aransas,11-Edinburg,Sexual Abuse,44
2018,Bee,11-Edinburg,Emotional Abuse,4
2018,Bee,11-Edinburg,Labor Trafficking,1
2018,Bee,11-Edinburg,Medical Neglect,19
2018,Bee,11-Edinburg,Neglectful Supervision,304
2018,Bee,11-Edinburg,Physical Abuse,89
2018,Bee,11-Edinburg,Physical Neglect,44
2018,Bee,11-Edinburg,Refusal To Accept Parental Responsibility,1
2018,Bee,11-Edinburg,Sex Trafficking,2
2018,Bee,11-Edinburg,Sexual Abuse,98
2018,Brooks,11-Edinburg,Emotional Abuse,4
2018,Brooks,11-Edinburg,Medical Neglect,12
2018,Brooks,11-Edinburg,Neglectful Supervision,159
2018,Brooks,11-Edinburg,Physical Abuse,26
2018,Brooks,11-Edinburg,Physical Neglect,37
2018,Brooks,11-Edinburg,Sex Trafficking,1
2018,Brooks,11-Edinburg,Sexual Abuse,37
2018,Cameron,11-Edinburg,Abandonment,14
2018,Cameron,11-Edinburg,Emotional Abuse,110
2018,Cameron,11-Edinburg,Medical Neglect,295
2018,Cameron,11-Edinburg,Neglectful Supervision,3370
2018,Cameron,11-Edinburg,Physical Abuse,1115
2018,Cameron,11-Edinburg,Physical Neglect,406
2018,Cameron,11-Edinburg,Refusal To Accept Parental Responsibility,32
2018,Cameron,11-Edinburg,Sex Trafficking,18
2018,Cameron,11-Edinburg,Sexual Abuse,1250
2018,Duval,11-Edinburg,Abandonment,1
2018,Duval,11-Edinburg,Emotional Abuse,2
2018,Duval,11-Edinburg,Medical Neglect,7
2018,Duval,11-Edinburg,Neglectful Supervision,153
2018,Duval,11-Edinburg,Physical Abuse,40
2018,Duval,11-Edinburg,Physical Neglect,29
2018,Duval,11-Edinburg,Sexual Abuse,35
2018,Hidalgo,11-Edinburg,Abandonment,10
2018,Hidalgo,11-Edinburg,Emotional Abuse,227
2018,Hidalgo,11-Edinburg,Medical Neglect,511
2018,Hidalgo,11-Edinburg,Neglectful Supervision,6110
2018,Hidalgo,11-Edinburg,Physical Abuse,2154
2018,Hidalgo,11-Edinburg,Physical Neglect,978
2018,Hidalgo,11-Edinburg,Refusal To Accept Parental Responsibility,33
2018,Hidalgo,11-Edinburg,Sex Trafficking,10
2018,Hidalgo,11-Edinburg,Sexual Abuse,2295
2018,Jim Hogg,11-Edinburg,Medical Neglect,8
2018,Jim Hogg,11-Edinburg,Neglectful Supervision,54
2018,Jim Hogg,11-Edinburg,Physical Abuse,9
2018,Jim Hogg,11-Edinburg,Physical Neglect,1
2018,Jim Hogg,11-Edinburg,Sexual Abuse,32
2018,Jim Wells,11-Edinburg,Emotional Abuse,20
2018,Jim Wells,11-Edinburg,Medical Neglect,42
2018,Jim Wells,11-Edinburg,Neglectful Supervision,533
2018,Jim Wells,11-Edinburg,Physical Abuse,165
2018,Jim Wells,11-Edinburg,Physical Neglect,106
2018,Jim Wells,11-Edinburg,Refusal To Accept Parental Responsibility,3
2018,Jim Wells,11-Edinburg,Sex Trafficking,1
2018,Jim Wells,11-Edinburg,Sexual Abuse,131
2018,Kenedy,11-Edinburg,Neglectful Supervision,4
2018,Kenedy,11-Edinburg,Physical Abuse,2
2018,Kenedy,11-Edinburg,Sexual Abuse,1
2018,Kleberg,11-Edinburg,Emotional Abuse,11
2018,Kleberg,11-Edinburg,Medical Neglect,16
2018,Kleberg,11-Edinburg,Neglectful Supervision,314
2018,Kleberg,11-Edinburg,Physical Abuse,101
2018,Kleberg,11-Edinburg,Physical Neglect,58
2018,Kleberg,11-Edinburg,Sexual Abuse,84
2018,Live Oak,11-Edinburg,Emotional Abuse,2
2018,Live Oak,11-Edinburg,Medical Neglect,4
2018,Live Oak,11-Edinburg,Neglectful Supervision,85
2018,Live Oak,11-Edinburg,Physical Abuse,17
2018,Live Oak,11-Edinburg,Physical Neglect,21
2018,Live Oak,11-Edinburg,Refusal To Accept Parental Responsibility,1
2018,Live Oak,11-Edinburg,Sex Trafficking,2
2018,Live Oak,11-Edinburg,Sexual Abuse,19
2018,McMullen,11-Edinburg,Neglectful Supervision,9
2018,McMullen,11-Edinburg,Physical Abuse,6
2018,McMullen,11-Edinburg,Sex Trafficking,1
2018,McMullen,11-Edinburg,Sexual Abuse,4
2018,Nueces,11-Edinburg,Abandonment,8
2018,Nueces,11-Edinburg,Emotional Abuse,127
2018,Nueces,11-Edinburg,Labor Trafficking,2
2018,Nueces,11-Edinburg,Medical Neglect,221
2018,Nueces,11-Edinburg,Neglectful Supervision,3366
2018,Nueces,11-Edinburg,Physical Abuse,1159
2018,Nueces,11-Edinburg,Physical Neglect,552
2018,Nueces,11-Edinburg,Refusal To Accept Parental Responsibility,35
2018,Nueces,11-Edinburg,Sex Trafficking,7
2018,Nueces,11-Edinburg,Sexual Abuse,933
2018,Refugio,11-Edinburg,Emotional Abuse,1
2018,Refugio,11-Edinburg,Medical Neglect,2
2018,Refugio,11-Edinburg,Neglectful Supervision,49
2018,Refugio,11-Edinburg,Physical Abuse,11
2018,Refugio,11-Edinburg,Physical Neglect,12
2018,Refugio,11-Edinburg,Refusal To Accept Parental Responsibility,2
2018,Refugio,11-Edinburg,Sex Trafficking,1
2018,Refugio,11-Edinburg,Sexual Abuse,19
2018,San Patricio,11-Edinburg,Abandonment,1
2018,San Patricio,11-Edinburg,Emotional Abuse,36
2018,San Patricio,11-Edinburg,Medical Neglect,47
2018,San Patricio,11-Edinburg,Neglectful Supervision,706
2018,San Patricio,11-Edinburg,Physical Abuse,214
2018,San Patricio,11-Edinburg,Physical Neglect,136
2018,San Patricio,11-Edinburg,Refusal To Accept Parental Responsibility,3
2018,San Patricio,11-Edinburg,Sex Trafficking,4
2018,San Patricio,11-Edinburg,Sexual Abuse,211
2018,Starr,11-Edinburg,Emotional Abuse,14
2018,Starr,11-Edinburg,Medical Neglect,30
2018,Starr,11-Edinburg,Neglectful Supervision,380
2018,Starr,11-Edinburg,Physical Abuse,122
2018,Starr,11-Edinburg,Physical Neglect,60
2018,Starr,11-Edinburg,Refusal To Accept Parental Responsibility,6
2018,Starr,11-Edinburg,Sexual Abuse,150
2018,Webb,11-Edinburg,Abandonment,6
2018,Webb,11-Edinburg,Emotional Abuse,48
2018,Webb,11-Edinburg,Medical Neglect,154
2018,Webb,11-Edinburg,Neglectful Supervision,1471
2018,Webb,11-Edinburg,Physical Abuse,603
2018,Webb,11-Edinburg,Physical Neglect,288
2018,Webb,11-Edinburg,Refusal To Accept Parental Responsibility,12
2018,Webb,11-Edinburg,Sex Trafficking,2
2018,Webb,11-Edinburg,Sexual Abuse,579
2018,Willacy,11-Edinburg,Emotional Abuse,3
2018,Willacy,11-Edinburg,Labor Trafficking,1
2018,Willacy,11-Edinburg,Medical Neglect,16
2018,Willacy,11-Edinburg,Neglectful Supervision,222
2018,Willacy,11-Edinburg,Physical Abuse,54
2018,Willacy,11-Edinburg,Physical Neglect,28
2018,Willacy,11-Edinburg,Refusal To Accept Parental Responsibility,1
2018,Willacy,11-Edinburg,Sex Trafficking,1
2018,Willacy,11-Edinburg,Sexual Abuse,51
2018,Zapata,11-Edinburg,Emotional Abuse,8
2018,Zapata,11-Edinburg,Medical Neglect,8
2018,Zapata,11-Edinburg,Neglectful Supervision,169
2018,Zapata,11-Edinburg,Physical Abuse,47
2018,Zapata,11-Edinburg,Physical Neglect,31
2018,Zapata,11-Edinburg,Sex Trafficking,1
2018,Zapata,11-Edinburg,Sexual Abuse,37
2018,Out of State,Out of State,Medical Neglect,3
2018,Out of State,Out of State,Neglectful Supervision,26
2018,Out of State,Out of State,Physical Abuse,7
2018,Out of State,Out of State,Physical Neglect,9
2018,Out of State,Out of State,Refusal To Accept Parental Responsibility,1
2018,Out of State,Out of State,Sexual Abuse,4
2017,Armstrong,1-Lubbock,Neglectful Supervision,8
2017,Armstrong,1-Lubbock,Physical Abuse,3
2017,Armstrong,1-Lubbock,Physical Neglect,5
2017,Armstrong,1-Lubbock,Sexual Abuse,5
2017,Bailey,1-Lubbock,Medical Neglect,6
2017,Bailey,1-Lubbock,Neglectful Supervision,44
2017,Bailey,1-Lubbock,Physical Abuse,27
2017,Bailey,1-Lubbock,Physical Neglect,15
2017,Bailey,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Bailey,1-Lubbock,Sexual Abuse,15
2017,Briscoe,1-Lubbock,Neglectful Supervision,3
2017,Briscoe,1-Lubbock,Physical Neglect,1
2017,Carson,1-Lubbock,Emotional Abuse,1
2017,Carson,1-Lubbock,Medical Neglect,2
2017,Carson,1-Lubbock,Neglectful Supervision,57
2017,Carson,1-Lubbock,Physical Abuse,14
2017,Carson,1-Lubbock,Physical Neglect,13
2017,Carson,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Carson,1-Lubbock,Sexual Abuse,31
2017,Castro,1-Lubbock,Emotional Abuse,1
2017,Castro,1-Lubbock,Neglectful Supervision,30
2017,Castro,1-Lubbock,Physical Abuse,15
2017,Castro,1-Lubbock,Sex Trafficking,1
2017,Castro,1-Lubbock,Sexual Abuse,12
2017,Childress,1-Lubbock,Emotional Abuse,5
2017,Childress,1-Lubbock,Medical Neglect,1
2017,Childress,1-Lubbock,Neglectful Supervision,78
2017,Childress,1-Lubbock,Physical Abuse,21
2017,Childress,1-Lubbock,Physical Neglect,11
2017,Childress,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Childress,1-Lubbock,Sexual Abuse,20
2017,Cochran,1-Lubbock,Medical Neglect,1
2017,Cochran,1-Lubbock,Neglectful Supervision,25
2017,Cochran,1-Lubbock,Physical Abuse,8
2017,Cochran,1-Lubbock,Physical Neglect,5
2017,Cochran,1-Lubbock,Sexual Abuse,10
2017,Collingsworth,1-Lubbock,Emotional Abuse,1
2017,Collingsworth,1-Lubbock,Medical Neglect,4
2017,Collingsworth,1-Lubbock,Neglectful Supervision,25
2017,Collingsworth,1-Lubbock,Physical Abuse,16
2017,Collingsworth,1-Lubbock,Physical Neglect,5
2017,Collingsworth,1-Lubbock,Sexual Abuse,11
2017,Crosby,1-Lubbock,Emotional Abuse,2
2017,Crosby,1-Lubbock,Medical Neglect,5
2017,Crosby,1-Lubbock,Neglectful Supervision,102
2017,Crosby,1-Lubbock,Physical Abuse,30
2017,Crosby,1-Lubbock,Physical Neglect,9
2017,Crosby,1-Lubbock,Sexual Abuse,33
2017,Dallam,1-Lubbock,Emotional Abuse,5
2017,Dallam,1-Lubbock,Medical Neglect,8
2017,Dallam,1-Lubbock,Neglectful Supervision,84
2017,Dallam,1-Lubbock,Physical Abuse,40
2017,Dallam,1-Lubbock,Physical Neglect,16
2017,Dallam,1-Lubbock,Refusal To Accept Parental Responsibility,2
2017,Dallam,1-Lubbock,Sexual Abuse,18
2017,Deaf Smith,1-Lubbock,Abandonment,2
2017,Deaf Smith,1-Lubbock,Medical Neglect,14
2017,Deaf Smith,1-Lubbock,Neglectful Supervision,162
2017,Deaf Smith,1-Lubbock,Physical Abuse,59
2017,Deaf Smith,1-Lubbock,Physical Neglect,23
2017,Deaf Smith,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Deaf Smith,1-Lubbock,Sexual Abuse,53
2017,Dickens,1-Lubbock,Emotional Abuse,1
2017,Dickens,1-Lubbock,Medical Neglect,1
2017,Dickens,1-Lubbock,Neglectful Supervision,17
2017,Dickens,1-Lubbock,Physical Abuse,4
2017,Dickens,1-Lubbock,Physical Neglect,6
2017,Dickens,1-Lubbock,Sexual Abuse,1
2017,Donley,1-Lubbock,Medical Neglect,2
2017,Donley,1-Lubbock,Neglectful Supervision,23
2017,Donley,1-Lubbock,Physical Abuse,7
2017,Donley,1-Lubbock,Physical Neglect,16
2017,Donley,1-Lubbock,Sexual Abuse,7
2017,Floyd,1-Lubbock,Emotional Abuse,3
2017,Floyd,1-Lubbock,Medical Neglect,4
2017,Floyd,1-Lubbock,Neglectful Supervision,56
2017,Floyd,1-Lubbock,Physical Abuse,35
2017,Floyd,1-Lubbock,Physical Neglect,23
2017,Floyd,1-Lubbock,Sexual Abuse,28
2017,Garza,1-Lubbock,Emotional Abuse,1
2017,Garza,1-Lubbock,Medical Neglect,1
2017,Garza,1-Lubbock,Neglectful Supervision,41
2017,Garza,1-Lubbock,Physical Abuse,4
2017,Garza,1-Lubbock,Physical Neglect,4
2017,Garza,1-Lubbock,Sexual Abuse,15
2017,Gray,1-Lubbock,Emotional Abuse,13
2017,Gray,1-Lubbock,Medical Neglect,20
2017,Gray,1-Lubbock,Neglectful Supervision,268
2017,Gray,1-Lubbock,Physical Abuse,96
2017,Gray,1-Lubbock,Physical Neglect,77
2017,Gray,1-Lubbock,Refusal To Accept Parental Responsibility,4
2017,Gray,1-Lubbock,Sexual Abuse,67
2017,Hale,1-Lubbock,Emotional Abuse,3
2017,Hale,1-Lubbock,Medical Neglect,21
2017,Hale,1-Lubbock,Neglectful Supervision,359
2017,Hale,1-Lubbock,Physical Abuse,144
2017,Hale,1-Lubbock,Physical Neglect,87
2017,Hale,1-Lubbock,Sexual Abuse,109
2017,Hall,1-Lubbock,Emotional Abuse,2
2017,Hall,1-Lubbock,Medical Neglect,1
2017,Hall,1-Lubbock,Neglectful Supervision,36
2017,Hall,1-Lubbock,Physical Abuse,12
2017,Hall,1-Lubbock,Sexual Abuse,6
2017,Hansford,1-Lubbock,Labor Trafficking,3
2017,Hansford,1-Lubbock,Neglectful Supervision,8
2017,Hansford,1-Lubbock,Physical Abuse,8
2017,Hansford,1-Lubbock,Physical Neglect,1
2017,Hansford,1-Lubbock,Sexual Abuse,14
2017,Hartley,1-Lubbock,Medical Neglect,5
2017,Hartley,1-Lubbock,Neglectful Supervision,9
2017,Hartley,1-Lubbock,Physical Abuse,8
2017,Hartley,1-Lubbock,Physical Neglect,5
2017,Hartley,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Hartley,1-Lubbock,Sexual Abuse,6
2017,Hemphill,1-Lubbock,Neglectful Supervision,10
2017,Hemphill,1-Lubbock,Physical Abuse,4
2017,Hemphill,1-Lubbock,Physical Neglect,1
2017,Hemphill,1-Lubbock,Sexual Abuse,3
2017,Hockley,1-Lubbock,Emotional Abuse,7
2017,Hockley,1-Lubbock,Medical Neglect,8
2017,Hockley,1-Lubbock,Neglectful Supervision,246
2017,Hockley,1-Lubbock,Physical Abuse,96
2017,Hockley,1-Lubbock,Physical Neglect,51
2017,Hockley,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Hockley,1-Lubbock,Sexual Abuse,69
2017,Hutchinson,1-Lubbock,Emotional Abuse,8
2017,Hutchinson,1-Lubbock,Medical Neglect,14
2017,Hutchinson,1-Lubbock,Neglectful Supervision,261
2017,Hutchinson,1-Lubbock,Physical Abuse,87
2017,Hutchinson,1-Lubbock,Physical Neglect,35
2017,Hutchinson,1-Lubbock,Refusal To Accept Parental Responsibility,4
2017,Hutchinson,1-Lubbock,Sex Trafficking,3
2017,Hutchinson,1-Lubbock,Sexual Abuse,72
2017,Lamb,1-Lubbock,Emotional Abuse,7
2017,Lamb,1-Lubbock,Medical Neglect,9
2017,Lamb,1-Lubbock,Neglectful Supervision,143
2017,Lamb,1-Lubbock,Physical Abuse,36
2017,Lamb,1-Lubbock,Physical Neglect,34
2017,Lamb,1-Lubbock,Sexual Abuse,45
2017,Lipscomb,1-Lubbock,Neglectful Supervision,15
2017,Lipscomb,1-Lubbock,Physical Abuse,6
2017,Lipscomb,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Lipscomb,1-Lubbock,Sexual Abuse,7
2017,Lubbock,1-Lubbock,Abandonment,12
2017,Lubbock,1-Lubbock,Emotional Abuse,77
2017,Lubbock,1-Lubbock,Medical Neglect,180
2017,Lubbock,1-Lubbock,Neglectful Supervision,2895
2017,Lubbock,1-Lubbock,Physical Abuse,1041
2017,Lubbock,1-Lubbock,Physical Neglect,545
2017,Lubbock,1-Lubbock,Refusal To Accept Parental Responsibility,21
2017,Lubbock,1-Lubbock,Sex Trafficking,11
2017,Lubbock,1-Lubbock,Sexual Abuse,758
2017,Lynn,1-Lubbock,Emotional Abuse,2
2017,Lynn,1-Lubbock,Medical Neglect,5
2017,Lynn,1-Lubbock,Neglectful Supervision,50
2017,Lynn,1-Lubbock,Physical Abuse,19
2017,Lynn,1-Lubbock,Physical Neglect,10
2017,Lynn,1-Lubbock,Sexual Abuse,16
2017,Moore,1-Lubbock,Abandonment,7
2017,Moore,1-Lubbock,Emotional Abuse,3
2017,Moore,1-Lubbock,Medical Neglect,14
2017,Moore,1-Lubbock,Neglectful Supervision,150
2017,Moore,1-Lubbock,Physical Abuse,65
2017,Moore,1-Lubbock,Physical Neglect,50
2017,Moore,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Moore,1-Lubbock,Sexual Abuse,35
2017,Motley,1-Lubbock,Neglectful Supervision,4
2017,Motley,1-Lubbock,Physical Abuse,3
2017,Motley,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Motley,1-Lubbock,Sexual Abuse,1
2017,Ochiltree,1-Lubbock,Emotional Abuse,3
2017,Ochiltree,1-Lubbock,Medical Neglect,7
2017,Ochiltree,1-Lubbock,Neglectful Supervision,55
2017,Ochiltree,1-Lubbock,Physical Abuse,29
2017,Ochiltree,1-Lubbock,Physical Neglect,11
2017,Ochiltree,1-Lubbock,Refusal To Accept Parental Responsibility,2
2017,Ochiltree,1-Lubbock,Sexual Abuse,20
2017,Oldham,1-Lubbock,Emotional Abuse,1
2017,Oldham,1-Lubbock,Medical Neglect,3
2017,Oldham,1-Lubbock,Neglectful Supervision,5
2017,Oldham,1-Lubbock,Physical Abuse,3
2017,Oldham,1-Lubbock,Physical Neglect,2
2017,Oldham,1-Lubbock,Sexual Abuse,4
2017,Parmer,1-Lubbock,Emotional Abuse,2
2017,Parmer,1-Lubbock,Medical Neglect,1
2017,Parmer,1-Lubbock,Neglectful Supervision,45
2017,Parmer,1-Lubbock,Physical Abuse,14
2017,Parmer,1-Lubbock,Physical Neglect,3
2017,Parmer,1-Lubbock,Sexual Abuse,18
2017,Potter,1-Lubbock,Abandonment,1
2017,Potter,1-Lubbock,Emotional Abuse,47
2017,Potter,1-Lubbock,Medical Neglect,113
2017,Potter,1-Lubbock,Neglectful Supervision,1534
2017,Potter,1-Lubbock,Physical Abuse,671
2017,Potter,1-Lubbock,Physical Neglect,291
2017,Potter,1-Lubbock,Refusal To Accept Parental Responsibility,13
2017,Potter,1-Lubbock,Sex Trafficking,5
2017,Potter,1-Lubbock,Sexual Abuse,476
2017,Randall,1-Lubbock,Abandonment,1
2017,Randall,1-Lubbock,Emotional Abuse,38
2017,Randall,1-Lubbock,Medical Neglect,65
2017,Randall,1-Lubbock,Neglectful Supervision,764
2017,Randall,1-Lubbock,Physical Abuse,326
2017,Randall,1-Lubbock,Physical Neglect,122
2017,Randall,1-Lubbock,Refusal To Accept Parental Responsibility,5
2017,Randall,1-Lubbock,Sexual Abuse,260
2017,Roberts,1-Lubbock,Neglectful Supervision,3
2017,Sherman,1-Lubbock,Neglectful Supervision,9
2017,Sherman,1-Lubbock,Physical Abuse,1
2017,Sherman,1-Lubbock,Sexual Abuse,1
2017,Swisher,1-Lubbock,Emotional Abuse,4
2017,Swisher,1-Lubbock,Medical Neglect,4
2017,Swisher,1-Lubbock,Neglectful Supervision,97
2017,Swisher,1-Lubbock,Physical Abuse,20
